Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
Elvis Rexhbecaj,1,1,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jacob Bruun Larsen,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Robert Zulj,1,2,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
Milot Rashica,0,3,11,5,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,
Marco Jhonfai Fabian De La Mora,0,4,2,5,3,1,0,1,5,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
Marco Richter,0,3,9,2,2,2,0,1,2,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,
Marco Reus,1,8,11,14,5,4,2,0,1,2,2,3,0,0,1,1,1,0,1,0,0,1,0,2,0,0,1,2,3,,,,,,,,,,,,,
Manuel Akanji,1,23,8,13,1,13,4,3,5,2,2,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tin Jedvaj,1,11,9,11,3,3,4,0,3,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
Killian Jakob,0,0,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Shawn Parker,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mandela Egbo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Florian Muller,1,4,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ville Matti Steinmann,1,28,6,14,4,9,2,5,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,
Pablo Insua Blanco,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cedric Teuchert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
Florian Mayer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Stephan Kofi Ambrosius,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mohamed Gouaida,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Paul Jaeckel,1,3,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tobias Strobl,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Julian Schieber,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Timo Hubers,0,9,8,5,0,3,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Christoph Janker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lars Lukas Mai,0,2,0,2,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Niklas Dorsch,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,
Frank Evina,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
Meritan Shabani,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Marijan Cavar,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Andreas Luthe,0,1,1,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Palko Dardai,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ridle Bote Nzuzi Baku,1,5,1,4,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alexander Meier,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alexander Nubel,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Abdul Rahman Baba,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Linton Maina,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
Edin Dzeko,1,22,37,28,2,5,0,1,13,3,0,2,0,0,0,4,3,0,0,0,0,1,0,0,0,0,4,9,17,,,,,,,,,,,,,
Daniele De Rossi,1,39,47,42,5,15,12,8,22,2,0,5,4,0,2,1,3,1,3,0,0,1,0,0,0,1,7,7,1,,,,,,,,,,,,,
Aleksandar Kolarov,1,61,69,42,19,31,20,6,29,5,2,11,5,0,2,4,6,0,3,0,0,1,1,0,0,0,8,4,2,,,,,,,,,,,,,
Juan Guilherme Nunes Jesus,1,34,21,34,2,21,6,3,14,3,2,3,5,0,4,0,3,0,2,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,
Jose Luis Palomino,1,47,21,23,1,22,4,4,13,2,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,
Robin Gosens,1,18,39,16,9,3,12,2,13,1,4,5,3,2,0,1,3,0,1,0,0,2,0,0,0,0,5,2,1,,,,,,,,,,,,,
Alejandro Dario Gomez,1,16,43,34,7,12,0,1,9,2,2,5,3,0,1,10,1,2,0,0,0,1,0,0,1,1,4,15,9,,,,,,,,,,,,,
Remo Freuler,1,63,46,48,11,27,14,12,39,6,6,9,3,4,5,1,2,2,3,0,3,5,1,0,0,2,6,5,1,,,,,,,,,,,,,
Alisson Ramses Becker,1,30,34,31,7,12,6,4,15,5,2,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,
Kevin Strootman,1,46,40,48,8,21,16,3,13,3,2,4,3,2,3,5,6,0,4,0,0,1,0,0,0,1,4,2,3,,,,,,,,,,,,,
Gregoire  Defrel,0,6,3,6,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,,,,,,,,,,,,,
Bruno da Silva Peres,1,21,19,20,5,9,10,1,4,1,0,3,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0,,,,,,,,,,,,,
Radja Nainggolan,1,34,37,53,8,10,14,7,32,1,4,7,7,8,7,9,3,0,2,0,0,4,1,0,0,1,3,9,5,,,,,,,,,,,,,
Rafael Toloi,1,62,41,47,4,22,20,7,24,2,0,0,1,4,4,1,0,0,4,0,0,2,0,0,0,0,4,2,2,,,,,,,,,,,,,
Hans Hateboer,1,28,47,38,12,16,0,2,13,1,2,10,0,0,2,4,2,1,3,6,0,1,2,0,1,0,1,2,2,,,,,,,,,,,,,
Andrea Masiello,1,62,37,66,8,29,18,5,26,1,4,3,2,0,2,0,2,0,2,0,2,1,0,0,0,0,3,0,1,,,,,,,,,,,,,
Etrit Berisha,0,12,18,23,3,1,0,3,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Bryan Cristante,1,31,67,42,14,25,6,6,20,1,4,11,2,2,4,1,5,2,0,2,1,4,1,2,1,1,1,6,4,,,,,,,,,,,,,
Diego Perotti,1,11,25,25,10,9,12,1,15,2,2,1,2,4,3,3,4,1,0,0,0,1,0,0,0,0,4,2,5,,,,,,,,,,,,,
Jasmin Kurtic,1,20,32,27,4,7,0,2,14,5,0,2,2,0,0,1,2,0,2,0,0,0,0,0,0,1,4,1,1,,,,,,,,,,,,,
Konstantinos Manolas,1,50,25,32,0,23,14,11,16,1,4,2,0,0,3,1,3,0,5,0,1,0,0,0,0,0,2,0,1,,,,,,,,,,,,,
Andrea Petagna,1,9,21,23,4,8,0,0,5,1,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,6,2,,,,,,,,,,,,,
Andreas Evald Cornelius,0,4,10,8,2,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1,,,,,,,,,,,,,
Josip Ilicic,1,24,30,33,10,15,2,4,13,3,0,5,0,4,1,1,1,2,1,0,0,0,1,0,2,1,7,5,13,,,,,,,,,,,,,
Marten de Roon,1,47,36,46,5,27,8,7,27,2,0,5,4,2,4,4,3,0,1,2,0,3,0,0,1,0,2,1,3,,,,,,,,,,,,,
Federico Di Francesco,1,5,22,14,6,6,2,1,8,2,0,1,5,0,1,1,2,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,
Domenico Maietta,1,10,4,3,1,4,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sebastien De Maio,1,35,18,19,2,18,16,1,16,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,
Antonio Mirante,0,19,16,19,7,4,0,4,11,2,0,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Afriyie Acquah,1,15,13,14,4,3,4,0,14,1,0,1,4,2,1,1,0,0,1,0,1,1,0,0,1,0,3,1,0,,,,,,,,,,,,,
Nicolas N'Koulou,1,69,30,47,3,33,18,9,39,4,0,3,2,0,1,0,2,0,2,0,1,2,0,0,0,0,6,1,0,,,,,,,,,,,,,
Iago Falque Silva,1,26,48,42,8,13,10,1,23,1,0,6,6,0,1,4,2,1,1,2,2,2,1,0,1,1,2,13,8,,,,,,,,,,,,,
Andrea Belotti,1,10,25,17,5,8,0,1,3,3,0,4,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,5,10,,,,,,,,,,,,,
Cristian Molinaro,1,35,25,24,4,17,10,0,8,5,0,3,0,0,0,1,1,0,1,0,1,2,0,0,0,0,1,3,1,,,,,,,,,,,,,
Emiliano Moretti,1,44,17,33,3,19,8,5,23,2,0,3,2,0,1,0,2,0,0,0,0,1,0,0,0,0,3,1,2,,,,,,,,,,,,,
Adam Masina,1,36,34,32,11,23,14,3,18,5,0,3,3,0,1,4,2,0,1,2,0,2,0,0,0,0,3,1,2,,,,,,,,,,,,,
Joel Chukwuma Obi,1,19,14,16,11,9,4,1,10,0,2,3,1,0,1,0,0,1,1,0,0,2,0,0,0,0,1,2,2,,,,,,,,,,,,,
Adem Ljajic,1,20,28,36,9,13,12,3,17,3,0,4,4,5,0,7,2,0,3,2,0,1,0,2,0,2,5,4,7,,,,,,,,,,,,,
Saphir Sliti Taider,0,5,2,10,0,3,0,1,6,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,
Mattia Destro,1,7,17,13,2,5,0,0,4,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,5,,,,,,,,,,,,,
Alejandro Berenguer Remiro,1,11,20,7,3,5,0,1,6,2,4,2,5,0,1,0,0,0,1,2,0,0,0,0,2,0,0,4,1,,,,,,,,,,,,,
Simone Verdi,1,23,44,31,7,15,12,4,10,1,0,4,0,0,2,4,3,0,1,0,0,1,0,0,0,0,5,5,9,,,,,,,,,,,,,
Andrea Poli,1,40,25,42,18,12,20,4,20,2,4,7,7,0,2,1,4,0,3,0,0,3,0,0,0,0,5,0,1,,,,,,,,,,,,,
Vassilis Torosidis,1,7,7,4,2,3,0,1,7,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,,,,,,,,
Erick Antonio Pulgar Farfan,1,50,29,48,18,28,16,8,31,3,6,3,4,2,4,2,1,0,1,2,0,1,1,0,0,0,2,3,4,,,,,,,,,,,,,
Salvatore Sirigu,1,16,38,35,12,11,0,3,12,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
Tomas Eduardo Rincon Hernandez,1,46,30,46,3,29,14,10,19,2,2,2,2,0,4,0,4,0,1,0,0,3,1,0,0,0,3,6,3,,,,,,,,,,,,,
Godfred Donsah,1,14,18,33,5,11,2,0,8,2,0,3,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,
Rodrigo Sebastian Palacio,1,12,34,23,6,12,6,1,11,2,0,6,1,2,5,5,3,0,0,0,0,1,0,0,0,0,2,6,3,,,,,,,,,,,,,
Ladislav Krejci,0,1,6,2,2,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
Leonardo Bonucci,1,57,47,45,6,29,12,5,28,5,0,1,1,0,4,1,2,0,4,0,0,1,0,0,0,0,5,0,1,,,,,,,,,,,,,
Mateo Pablo Musacchio,1,31,11,26,3,16,2,5,5,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Andrea Conti,0,1,3,4,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Rolando Mandragora,1,60,35,49,8,36,12,3,25,5,6,2,4,4,2,2,0,0,2,0,1,1,1,0,0,0,5,4,4,,,,,,,,,,,,,
Marco Davide Faraoni,1,28,29,24,3,12,6,5,11,2,4,4,1,0,2,0,2,1,0,2,0,1,0,0,0,0,4,1,1,,,,,,,,,,,,,
Leandro Daniel Cabrera Sasia,1,15,14,7,0,10,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,2,,,,,,,,,,,,,
Jesus Joaquin Fernandez Saez de la Torre,1,25,63,36,7,16,8,3,10,2,2,13,3,0,4,10,1,3,2,2,0,1,0,0,1,0,1,11,4,,,,,,,,,,,,,
Franck Yannick Kessie,1,55,48,55,15,10,2,4,26,2,0,6,4,2,5,9,5,0,1,2,1,6,1,0,0,0,10,5,4,,,,,,,,,,,,,
Hakan Calhanoglu,1,21,42,27,8,14,4,2,16,0,0,3,5,2,4,3,2,0,1,0,1,1,0,0,0,0,2,10,6,,,,,,,,,,,,,
Manuel Locatelli,1,18,21,11,2,7,6,0,4,0,0,3,1,0,3,1,2,1,1,0,0,2,0,0,0,0,1,1,2,,,,,,,,,,,,,
Fabio Borini,1,20,27,18,8,12,6,2,7,1,0,2,2,2,1,1,3,0,4,0,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,
Ricardo Ivan Rodriguez Araya,1,46,54,39,11,29,18,7,21,4,0,5,3,2,3,5,5,0,2,2,0,1,0,0,0,0,2,2,4,,,,,,,,,,,,,
Patrick Cutrone,0,8,11,7,2,4,2,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,,,,,,,,,,,,
Bruno Martella,1,39,46,38,9,13,8,2,17,1,8,4,3,0,2,2,1,0,3,0,1,2,0,0,1,0,4,7,2,,,,,,,,,,,,,
Noe Dussenne,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Marcus Christer Rohden,1,17,32,23,7,8,2,2,10,2,0,0,2,2,0,2,2,0,1,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,
Ante Budimir,0,12,16,14,3,3,0,1,6,1,0,2,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,3,6,,,,,,,,,,,,,
Andrea Barberis,1,50,27,59,8,18,2,4,16,3,2,1,2,2,1,2,1,0,2,2,0,1,0,0,0,0,2,3,1,,,,,,,,,,,,,
Adrian Marius Stoian,1,26,66,35,10,12,4,1,20,3,0,6,1,0,0,2,2,1,2,0,0,2,0,0,0,0,4,3,1,,,,,,,,,,,,,
Andrea Nalini,1,16,25,18,5,2,0,0,3,0,0,4,1,2,1,4,2,1,0,0,0,0,0,0,1,0,3,4,5,,,,,,,,,,,,,
Mariano Julio Izco,1,4,0,3,1,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alex Cordaz,1,10,27,13,2,8,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Ignazio Abate,1,20,29,16,6,9,2,4,8,1,0,3,0,0,2,0,2,0,0,2,0,1,0,0,0,1,1,1,0,,,,,,,,,,,,,
Andre Miguel Valente Silva,1,7,14,6,0,2,4,1,6,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,3,3,,,,,,,,,,,,,
Jose Mauri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Arkadiusz Milik,0,3,2,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,,,,,,,,,,,,,
Vlad Iulian Chiriches,1,9,4,12,1,7,0,5,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Kalidou Koulibaly,1,73,36,45,6,41,20,12,20,8,2,2,2,0,2,2,2,0,3,2,0,1,0,0,1,0,2,2,1,,,,,,,,,,,,,
Marek Hamsik,1,29,54,39,11,12,4,5,25,3,0,6,6,2,2,6,1,0,2,2,0,1,0,0,0,0,5,7,6,,,,,,,,,,,,,
Lorenzo Insigne,1,30,37,32,10,10,6,0,16,6,0,11,4,4,1,10,2,1,1,0,0,1,0,0,2,1,2,10,16,,,,,,,,,,,,,
Faouzi Ghoulam,1,10,19,8,2,2,4,3,6,0,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,1,3,0,,,,,,,,,,,,,
Daniel Bessa,1,35,22,28,9,12,6,2,17,3,6,5,7,0,2,2,0,1,0,0,1,0,0,2,0,1,8,5,3,,,,,,,,,,,,,
Romulo  Souza Orestes Caldeira,1,46,51,43,13,23,8,3,19,6,4,5,2,2,1,5,1,1,0,0,0,1,0,0,0,0,4,7,2,,,,,,,,,,,,,
Jose Martin Caceres Silva,1,24,19,19,2,26,12,3,10,0,0,3,2,0,1,1,1,0,0,2,0,2,0,0,0,0,2,2,1,,,,,,,,,,,,,
Alessio Cerci,1,12,21,10,7,5,2,0,3,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,1,,,,,,,,,,,,,
Piotr Zielinski,1,24,15,30,11,14,8,1,12,3,0,2,4,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,,
Jose Manuel  Reina Paez,1,12,23,11,8,10,2,3,13,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,
Thomas Heurtaux,1,23,18,9,4,15,6,3,6,2,0,2,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alex Ferrari,1,34,22,31,6,11,8,5,15,0,4,3,1,0,1,1,1,0,2,2,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,
Nicolas David Andrade ,1,14,34,12,5,10,2,6,9,3,0,2,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,,,,,,,,,,,,,
Mattia Zaccagni,0,1,3,6,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
Samuel Souprayen,1,24,21,27,8,15,10,4,13,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,,,,,,,,,,,,,
Marcel Buchel,1,33,23,35,6,14,6,4,23,4,0,4,2,0,3,1,3,0,2,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,
Amadou Diawara,1,13,7,15,4,5,8,1,17,2,0,0,1,0,4,0,1,0,1,0,0,2,0,0,0,0,2,0,1,,,,,,,,,,,,,
Elseid Gezim Hysaj,1,53,31,45,2,42,44,4,16,3,6,3,5,0,2,2,4,1,2,2,0,2,0,0,0,0,9,3,2,,,,,,,,,,,,,
Daniele Verde,1,11,31,27,8,5,4,2,7,1,4,4,3,0,1,1,0,1,0,0,0,0,2,0,0,0,2,2,1,,,,,,,,,,,,,
Jose Maria Callejon Bueno,1,27,27,18,15,11,4,4,23,2,0,4,3,0,3,5,5,0,3,2,1,2,0,0,0,0,7,9,5,,,,,,,,,,,,,
Dries Mertens,1,7,42,20,8,2,4,2,8,0,0,6,0,2,1,6,1,0,0,0,0,0,0,0,1,0,2,5,13,,,,,,,,,,,,,
Mohamed Salim Fares,1,26,53,21,4,18,10,2,10,3,0,4,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,3,6,,,,,,,,,,,,,
Giampaolo Pazzini,0,10,14,9,4,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,1,,,,,,,,,,,,,
Emanuele Giaccherini,1,9,20,21,9,4,4,0,4,3,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,,,,,,,,,,,,,
Allan Marques Loureiro,1,26,25,26,5,20,4,1,18,5,2,7,3,2,3,1,1,0,0,2,1,1,0,0,1,0,8,7,5,,,,,,,,,,,,,
Mattia Valoti,1,23,18,26,4,10,4,1,10,0,2,2,1,2,2,0,1,0,0,0,1,1,0,0,0,1,1,2,4,,,,,,,,,,,,,
Giovanni Pablo Simeone,1,17,18,14,4,4,2,3,7,0,0,4,1,2,1,7,2,0,1,0,0,1,0,0,1,0,1,8,6,,,,,,,,,,,,,
Carlos Alberto Sanchez Moreno,1,33,18,27,5,13,6,1,15,2,0,2,2,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,2,,,,,,,,,,,,,
Davide Astori,1,66,16,36,8,35,12,10,24,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,
Matias Vecino Falero,1,41,31,36,14,15,10,7,18,4,2,2,5,0,8,2,5,0,4,0,0,4,1,0,0,0,9,5,2,,,,,,,,,,,,,
Antonio Candreva,1,23,39,29,13,10,6,1,13,3,0,3,2,2,1,10,2,1,1,2,0,0,0,0,1,1,3,6,9,,,,,,,,,,,,,
Danilo D'Ambrosio,1,37,48,38,7,22,18,5,19,1,2,9,3,2,4,1,5,0,3,0,1,3,0,0,0,0,5,3,0,,,,,,,,,,,,,
Gil Bastiao Dias,1,13,13,18,5,3,8,0,11,1,2,3,1,2,1,3,2,0,1,0,0,1,0,0,0,0,1,0,6,,,,,,,,,,,,,
Vitor Hugo Franchescoli de Souza,1,24,9,18,2,11,6,1,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Maximiliano Martin Olivera De Andrea,0,7,2,9,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Milan Skriniar,1,83,34,43,6,35,22,7,27,1,2,2,4,0,3,1,5,0,4,0,0,4,0,0,0,0,2,0,3,,,,,,,,,,,,,
Borja Valero Iglesias,1,42,39,52,19,28,8,2,30,6,4,7,5,2,3,2,5,0,2,0,0,5,2,0,0,0,7,8,2,,,,,,,,,,,,,
Joao Miranda de Souza Filho,1,58,21,35,5,21,6,9,22,4,2,1,2,0,3,0,0,0,9,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Yuto Nagatomo,1,12,10,5,3,6,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,
Marcelo Brozovic,1,22,36,49,6,17,18,4,23,4,0,5,0,0,3,5,6,0,3,0,0,2,2,0,0,1,4,9,6,,,,,,,,,,,,,
Ivan Perisic,1,19,54,22,10,10,8,3,14,2,2,5,2,2,2,11,3,2,0,2,0,1,0,0,0,0,2,8,14,,,,,,,,,,,,,
Nenad Tomovic,1,38,23,35,6,14,16,5,15,3,0,2,3,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,4,,,,,,,,,,,,,
Samir Handanovic,0,17,21,26,2,13,4,1,16,3,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,
Jordan Veretout,1,48,54,69,12,25,8,6,23,1,2,4,4,0,7,6,8,2,3,2,0,3,2,0,0,0,13,7,6,,,,,,,,,,,,,
Mauro Emanuel Icardi Rivero ,1,9,15,14,1,3,2,0,4,0,0,1,1,2,1,3,2,2,0,0,0,3,0,0,0,0,5,4,4,,,,,,,,,,,,,
Marco Benassi,1,25,53,36,5,16,6,2,12,2,2,6,2,2,3,1,4,0,1,0,0,2,0,2,0,0,1,4,11,,,,,,,,,,,,,
Marco Sportiello,1,14,16,17,1,10,0,6,8,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sebastian Carlos Cristoforo Pepe,1,3,2,8,2,1,0,1,2,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
Khouma El Hadji Babacar,0,5,11,12,4,2,0,0,3,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,7,,,,,,,,,,,,,
Roberto Gagliardini,1,28,45,41,5,21,6,3,16,5,2,5,1,2,5,0,1,0,6,0,0,3,0,0,0,0,3,3,1,,,,,,,,,,,,,
Rafik Zekhnini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Eder Citadin Martins,1,4,9,6,1,2,0,0,4,0,0,3,1,2,0,1,3,1,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,
Giorgio Chiellini,1,53,33,26,3,27,10,4,19,2,0,1,3,0,1,1,0,0,1,0,1,1,0,0,0,0,3,0,1,,,,,,,,,,,,,
Daniele Rugani,1,29,16,37,1,17,8,2,21,1,0,2,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,
Stephan Lichtsteiner,1,14,31,29,5,12,8,1,10,0,0,1,1,2,3,1,1,0,1,0,0,1,0,0,0,0,3,0,1,,,,,,,,,,,,,
Marco Capuano,1,33,18,28,7,19,16,5,15,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,
