"","passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"1849","Germany","276","DEU","DE","82","Alexander","","Hack","2460","1993-09-08","193","DF","DEF","Defender","Germany","276","DEU","DE","221172","left","A. Hack",NA
"1850","Iceland","352","ISL","IS","83","R\u00fanar M\u00e1r","","Sigurj\u00f3nsson","6410","1990-06-18","178","MD","MID","Midfielder","Iceland","352","ISL","IS","57333","right","R. Sigurj\u00f3nsson",NA
"1851","Germany","276","DEU","DE","70","Patrick","","Herrmann","2454","1991-02-12","179","MD","MID","Midfielder","Germany","276","DEU","DE","15018","right","P. Herrmann",NA
"1852","Iceland","352","ISL","IS","75","Sverrir Ingi","","Ingason","13897","1993-08-05","188","DF","DEF","Defender","Iceland","352","ISL","IS","57347","right","S. Ingason","7839"
"1853","Italy","380","ITA","IT","63","Gabriel","","Boschilia","19830","1996-03-05","172","MD","MID","Midfielder","Brazil","76","BRA","BR","255320","left","Boschilia","6388"
"1854","Netherlands","528","NLD","NL","76","Marco","","Asensio Willemsen","675","1996-01-21","182","MD","MID","Midfielder","Spain","724","ESP","ES","288091","left","Marco Asensio","1598"
"1855","Germany","276","DEU","DE","74","Ermedin","","Demirovi\u0107","696","1998-03-25","184","FW","FWD","Forward","Bosnia-Herzegovina","70","BIH","BA","352328","right","E. Demirovi\u0107","10007"
"1856","Iceland","352","ISL","IS","71","Arn\u00f3r Ingvi","","Traustason","6709","1993-04-30","182","MD","MID","Midfielder","Iceland","352","ISL","IS","57480","right","A. Traustason","7839"
"1857","Italy","380","ITA","IT","84","Giacomo","","Poluzzi","3204","1988-02-25","186","GK","GKP","Goalkeeper","Italy","380","ITA","IT","24725","left","G. Poluzzi",NA
"1858","Chile","152","CHL","CL","83","Erick Antonio","","Pulgar Farf\u00e1n","3166","1994-01-15","186","MD","MID","Midfielder","Chile","152","CHL","CL","90268","right","E. Pulgar","12381"
"1859","Finland","246","FIN","FI","79","Ville Matti","","Steinmann","2450","1995-01-08","189","MD","MID","Midfielder","Germany","276","DEU","DE","221376","right","M. Steinmann",NA
"1860","Cameroon","120","CMR","CM","80","Felix","","Eboa Eboa","3785","1997-04-17","186","DF","DEF","Defender","Cameroon","120","CMR","CM","286915","right","F. Eboa Eboa",NA
"1861","France","250","FRA","FR","70","Fod\u00e9 ","","Ballo Tour\u00e9","3776","1997-01-03","182","DF","DEF","Defender","France","250","FRA","FR","286917","left","F. Tour\u00e9",NA
"1862","Spain","724","ESP","ES","63","\u00d3scar","","Melendo Jim\u00e9nez","691","1997-08-23","167","MD","MID","Midfielder","Spain","724","ESP","ES","450784","left","\u00d3scar Melendo",NA
"1863","Germany","276","DEU","DE","77","Philipp","","Max","2481","1993-09-30","177","DF","DEF","Defender","Germany","276","DEU","DE","221411","left","P. Max",NA
"1864","Spain","724","ESP","ES","74","Iv\u00e1n","","L\u00f3pez \u00c1lvarez","695","1994-06-29","174","FW","FWD","Forward","Spain","724","ESP","ES","254189","right","Ivi",NA
"1865","Spain","724","ESP","ES","84","Mikel","","Vesga Arruti","678","1993-04-08","191","MD","MID","Midfielder","Spain","724","ESP","ES","286963","left","Vesga",NA
"1866","Argentina","32","ARG","AR","69","Santiago Lionel","","Ascac\u00edbar","2445","1997-02-25","168","MD","MID","Midfielder","Argentina","32","ARG","AR","413737","right","S. Ascac\u00edbar",NA
"1867","Spain","724","ESP","ES","76","Charles ","","D\u00edas Barbosa de Oliveira","701","1984-04-04","179","FW","FWD","Forward","Brazil","76","BRA","BR","385273","right","Charles",NA
"1868","Spain","724","ESP","ES","76","Iv\u00e1n","","Villar Mart\u00ednez","695","1997-07-09","183","GK","GKP","Goalkeeper","Spain","724","ESP","ES","286974","right","Iv\u00e1n Villar","1604"
"1869","Spain","724","ESP","ES","75","Antonio","","Sivera Salv\u00e1","696","1996-08-11","184","GK","GKP","Goalkeeper","Spain","724","ESP","ES","286981","right","Antonio Sivera","1604"
"1870","Italy","380","ITA","IT","63","Gaetano","","Letizia","3219","1990-06-29","173","DF","DEF","Defender","Italy","380","ITA","IT","24838","right","G. Letizia",NA
"1871","Italy","380","ITA","IT","72","Vincenzo","","Grifo","2454","1993-04-07","180","MD","MID","Midfielder","Germany","276","DEU","DE","221452","right","V. Grifo",NA
"1872","Spain","724","ESP","ES","73","Adri\u00e1n","","Mar\u00edn G\u00f3mez","682","1997-01-09","181","DF","DEF","Defender","Spain","724","ESP","ES","286994","left","Adri\u00e1n Mar\u00edn",NA
"1873","France","250","FRA","FR","65","Moussa","","Diaby","3197","1999-07-07","170","FW","FWD","Forward","France","250","FRA","FR","419204","left","M. Diaby","4423"
"1874","Spain","724","ESP","ES","70","Benito","","Ram\u00edrez del Toro","714","1995-07-11","175","MD","MID","Midfielder","Spain","724","ESP","ES","287003","left","Benito Ram\u00edrez",NA
"1875","Italy","380","ITA","IT","63","Manuel","","Pucciarelli","3165","1991-06-17","174","FW","FWD","Forward","Italy","380","ITA","IT","24964","right","M. Pucciarelli",NA
"1876","Romania","642","ROU","RO","79","\u015etefan Daniel","","Radu","3162","1986-10-22","183","DF","DEF","Defender","Romania","642","ROU","RO","20550","left","\u015e. Radu",NA
"1877","Argentina","32","ARG","AR","67","\u00c1ngel Mart\u00edn","","Correa","679","1995-03-09","172","FW","FWD","Forward","Argentina","32","ARG","AR","254408","right","\u00c1. Correa",NA
"1878","Spain","724","ESP","ES","70","Iv\u00e1n","","Rodr\u00edguez del Pozo","683","1996-04-30","180","DF","DEF","Defender","Spain","724","ESP","ES","352748","right","Iv\u00e1n Rodr\u00edguez",NA
"1879","Albania","8","ALB","AL","62","Ergys","","Ka\u00e7e","12508","1993-07-08","171","MD","MID","Midfielder","Albania","8","ALB","AL","93608","right","E. Ka\u00e7e",NA
"1880","Serbia","688","SRB","RS","75","Du\u0161an","","Basta","3162","1984-08-18","185","DF","DEF","Defender","Serbia","688","SRB","RS","20575","right","D. Basta",NA
"1881","France","250","FRA","FR","90","Jean-Claude","","Billong","3219","1993-12-28","192","DF","DEF","Defender","France","250","FRA","FR","385655","right","J. Billong",NA
"1882","France","250","FRA","FR","68","Gauthier","","Banaziak","3789","1997-05-25","183","GK","GKP","Goalkeeper","France","250","FRA","FR","352898","","G. Banaziak",NA
"1883","Japan","392","JPN","JP","71","Takuma","","Asano","2445","1994-11-10","173","FW","FWD","Forward","Japan","392","JPN","JP","254649","right","T. Asano",NA
"1884","C\u00f4te d'Ivoire","384","CIV","CI","78","Kelvin","","Amian Adou","3780","1998-02-08","180","DF","DEF","Defender","France","250","FRA","FR","352986","right","K. Amian","4425"
"1885","Guinea-Bissau","624","GNB","GW","83","Dayotchanculle","","Upamecano","2975","1998-10-27","185","DF","DEF","Defender","France","250","FRA","FR","352988","right","D. Upamecano",NA
"1886","Congo DR","180","COD","CD","75","Jean-Victor","","Makengo","3775","1998-06-12","177","MD","MID","Midfielder","France","250","FRA","FR","352992","left","J. Makengo","4426"
"1887","France","250","FRA","FR","77","Yann","","Karamoh","3161","1998-07-08","185","FW","FWD","Forward","C\u00f4te d'Ivoire","384","CIV","CI","352993","right","Y. Karamoh",NA
"1888","Portugal","620","PRT","PT","66","Rafael Alexandre","","Fernandes Ferreira da Silva","9607","1993-05-17","171","MD","MID","Midfielder","Portugal","620","PRT","PT","222676","right","Rafa Silva",NA
"1889","Colombia","170","COL","CO","70","John Stiven","","Mendoza Valencia","3789","1992-06-27","171","FW","FWD","Forward","Colombia","170","COL","CO","90880","left","S. Mendoza",NA
"1890","France","250","FRA","FR","78","Anthony","","Mandrea","3799","1996-12-25","186","GK","GKP","Goalkeeper","France","250","FRA","FR","287521","right","A. Mandrea",NA
"1891","France","250","FRA","FR","82","Hugo","","Lloris","1624","1986-12-26","188","GK","GKP","Goalkeeper","France","250","FRA","FR","25381","left","H. Lloris","4418"
"1892","Portugal","620","PRT","PT","81","Anthony","","Lopes","3766","1990-10-01","184","GK","GKP","Goalkeeper","France","250","FRA","FR","25382","left","A. Lopes","9905"
"1893","France","250","FRA","FR","78","R\u00e9my","","Vercoutre",NA,"1980-06-26","185","GK","GKP","Goalkeeper","France","250","FRA","FR","25384","right","R. Vercoutre",NA
"1894","France","250","FRA","FR","82","Bakary","","Kon\u00e9","3779","1988-04-27","188","DF","DEF","Defender","Burkina Faso","854","BFA","BF","25392","right","B. Kon\u00e9",NA
"1895","Croatia","191","HRV","HR","84","Dejan","","Lovren","1612","1989-07-05","188","DF","DEF","Defender","Croatia","191","HRV","HR","25393","right","D. Lovren","9598"
"1896","France","250","FRA","FR","75","Samuel Yves","","Umtiti","676","1993-11-14","182","DF","DEF","Defender","Cameroon","120","CMR","CM","25397","left","S. Umtiti","4418"
"1897","Algeria","12","DZA","DZ","71","Mehdi","","Zeffane","3774","1992-05-19","176","DF","DEF","Defender","France","250","FRA","FR","25399","right","M. Zeffane",NA
"1898","France","250","FRA","FR","70","Jordan","","Ferri","3766","1992-03-12","172","MD","MID","Midfielder","France","250","FRA","FR","25403","right","J. Ferri",NA
"1899","France","250","FRA","FR","76","Maxime","","Gonalons","3158","1989-03-10","187","MD","MID","Midfielder","France","250","FRA","FR","25405","right","M. Gonalons",NA
"1900","France","250","FRA","FR","82","Yoann ","","Gourcuff","3774","1986-07-11","185","MD","MID","Midfielder","France","250","FRA","FR","25406","right","Y. Gourcuff",NA
"1901","France","250","FRA","FR","72","Cl\u00e9ment","","Grenier","3785","1991-01-07","186","MD","MID","Midfielder","France","250","FRA","FR","25407","right","C. Grenier",NA
"1902","Sweden","752","SWE","SE","79","Kim","","K\u00e4llstr\u00f6m",NA,"1982-08-24","185","MD","MID","Midfielder","Sweden","752","SWE","SE","25408","left","K. K\u00e4llstr\u00f6m",NA
"1903","Mali","466","MLI","ML","79","Alassane","","Pl\u00e9a","3775","1993-03-10","181","FW","FWD","Forward","France","250","FRA","FR","25410","right","A. Pl\u00e9a",NA
"1904","Martinique","474","MTQ","MQ","84","Jimmy","","Briand","3785","1985-08-02","181","FW","FWD","Forward","France","250","FRA","FR","25411","right","J. Briand",NA
"1905","Philippines","608","PHL","PH","94","Alphonse","","Ar\u00e9ola","3767","1993-02-27","195","GK","GKP","Goalkeeper","France","250","FRA","FR","25418","right","A. Ar\u00e9ola","4418"
"1906","Italy","380","ITA","IT","80","Salvatore","","Sirigu","3185","1987-01-12","192","GK","GKP","Goalkeeper","Italy","380","ITA","IT","25421","right","S. Sirigu","3757"
"1907","France","250","FRA","FR","81","Milan","","Bi\u0161evac","3777","1983-08-31","185","DF","DEF","Defender","Serbia","688","SRB","RS","25423","right","M. Bi\u0161evac",NA
"1908","France","250","FRA","FR","70","Christophe","","Jallet","3775","1983-10-31","178","DF","DEF","Defender","France","250","FRA","FR","25427","right","C. Jallet",NA
"1909","Guadeloupe","312","GLP","GP","75","Lo\u00efck","","Landre","3193","1992-05-05","182","DF","DEF","Defender","France","250","FRA","FR","25428","right","L. Landre",NA
"1910","Spain","724","ESP","ES","85","M\u00edchel","","Macedo Rocha Machado",NA,"1990-02-15","176","DF","DEF","Defender","Brazil","76","BRA","BR","4238","right","M\u00edchel",NA
"1911","France","250","FRA","FR","90","Mathieu","","Bodmer","3789","1982-11-22","190","DF","DEF","Defender","France","250","FRA","FR","25433","right","M. Bodmer",NA
"1912","Angola","24","AGO","AO","70","Blaise","","Matuidi","3159","1987-04-09","175","MD","MID","Midfielder","France","250","FRA","FR","25437","left","B. Matuidi","4418"
"1913","Italy","380","ITA","IT","83","Thiago","","Motta",NA,"1982-08-28","187","MD","MID","Midfielder","Brazil","76","BRA","BR","25439","left","T. Motta",NA
"1914","Italy","380","ITA","IT","78","Javier Mat\u00edas","","Pastore","3767","1989-06-20","187","MD","MID","Midfielder","Argentina","32","ARG","AR","25440","right","J. Pastore",NA
"1915","Mali","466","MLI","ML","85","Kalifa","","Coulibaly","3770","1991-08-21","197","FW","FWD","Forward","Mali","466","MLI","ML","25444","right","K. Coulibaly","19001"
"1916","Portugal","620","PRT","PT","70","Kevin","","Gameiro","679","1987-05-09","172","FW","FWD","Forward","France","250","FRA","FR","25445","right","K. Gameiro",NA
"1917","Italy","380","ITA","IT","69","S\u00e9bastien","","Corchia","680","1990-11-01","176","DF","DEF","Defender","France","250","FRA","FR","25452","right","S. Corchia",NA
"1918","Argentina","32","ARG","AR","89","Franco","","Armani","12069","1986-01-16","189","GK","GKP","Goalkeeper","Argentina","32","ARG","AR","90991","right","F. Armani","12274"
"1919","Guadeloupe","312","GLP","GP","80","J\u00e9r\u00f4me","","Roussillon","3787","1993-01-06","175","DF","DEF","Defender","France","250","FRA","FR","25457","left","J. Roussillon",NA
"1920","Algeria","12","DZA","DZ","74","Ryad","","Boudebouz","684","1990-02-19","177","MD","MID","Midfielder","France","250","FRA","FR","25461","left","R. Boudebouz","16009"
"1921","Switzerland","756","CHE","CH","86","Breel-Donald","","Embolo","2449","1997-02-14","184","FW","FWD","Forward","Cameroon","120","CMR","CM","282772","right","B. Embolo","6697"
"1922","Portugal","620","PRT","PT","62","Vincent","","Nogueira","3779","1988-01-16","170","MD","MID","Midfielder","France","250","FRA","FR","25467","right","V. Nogueira",NA
"1923","Bosnia-Herzegovina","70","BIH","BA","73","Sanjin","","Prci\u0107","3774","1993-11-20","181","MD","MID","Midfielder","France","250","FRA","FR","25470","right","S. Prci\u0107",NA
"1924","France","250","FRA","FR","70","Abdoul Razzagui","","Camara","3785","1990-02-20","178","MD","MID","Midfielder","Guinea","324","GIN","GN","25474","left","R. Camara",NA
"1925","Colombia","170","COL","CO","64","Juan Fernando","","Quintero Paniagua","12069","1993-01-18","169","MD","MID","Midfielder","Colombia","170","COL","CO","91019","left","J. Quintero","12430"
"1926","France","250","FRA","FR","83","Thomas","","Monconduit","3789","1991-02-10","184","MD","MID","Midfielder","France","250","FRA","FR","25492","right","T. Monconduit",NA
"1927","Cameroon","120","CMR","CM","77","Georges Constant","","Mandjeck","3777","1988-12-09","185","MD","MID","Midfielder","Cameroon","120","CMR","CM","25503","right","G. Mandjeck",NA
"1928","C\u00f4te d'Ivoire","384","CIV","CI","80","Soualiho","","Me\u00eft\u00e9","3772","1994-03-17","187","MD","MID","Midfielder","France","250","FRA","FR","25504","right","S. Me\u00eft\u00e9",NA
"1929","France","250","FRA","FR","82","S\u00e9bastien","","Haller","2462","1994-06-22","190","FW","FWD","Forward","France","250","FRA","FR","25512","right","S. Haller",NA
"1930","France","250","FRA","FR","82","Paul-Georges","","Ntep de Madiba","3782","1992-07-29","180","MD","MID","Midfielder","Cameroon","120","CMR","CM","25514","right","P. Ntep",NA
"1931","C\u00f4te d'Ivoire","384","CIV","CI","74","Yaya","","Sanogo","3780","1993-01-27","191","FW","FWD","Forward","France","250","FRA","FR","25517","right","Y. Sanogo",NA
"1932","France","250","FRA","FR","87","Maxime","","Dup\u00e9","3770","1993-03-04","186","GK","GKP","Goalkeeper","France","250","FRA","FR","25519","right","M. Dup\u00e9",NA
"1933","Poland","616","POL","PL","80","Erwin","","Zelazny","3795","1991-09-22","186","GK","GKP","Goalkeeper","France","250","FRA","FR","25521","right","E. Zelazny",NA
"1934","C\u00f4te d'Ivoire","384","CIV","CI","71","L\u00e9vy Koffi","","Djidji","3770","1992-11-30","184","DF","DEF","Defender","France","250","FRA","FR","25523","right","K. Djidji",NA
"1935","Portugal","620","PRT","PT","77","Jonathan","","Martins-Pereira","3785","1986-01-30","182","DF","DEF","Defender","France","250","FRA","FR","25526","right","J. Martins-Pereira",NA
"1936","Colombia","170","COL","CO","81","Daniel Alejandro","","Torres Rojas","696","1989-11-15","183","MD","MID","Midfielder","Colombia","170","COL","CO","91064","right","D. Torres",NA
"1937","France","250","FRA","FR","73","Vincent","","Bessat",NA,"1985-11-08","178","MD","MID","Midfielder","France","250","FRA","FR","25532","left","V. Bessat",NA
"1938","Senegal","686","SEN","SN","73","Issa","","Cissokho",NA,"1985-02-23","173","DF","DEF","Defender","France","250","FRA","FR","25534","right","I. Cissokho",NA
"1939","France","250","FRA","FR","66","Jordan","","Veretout","3176","1993-03-01","178","MD","MID","Midfielder","France","250","FRA","FR","25541","right","J. Veretout",NA
"1940","France","250","FRA","FR","82","Steve","","Mandanda","3771","1985-03-28","185","GK","GKP","Goalkeeper","Congo DR","180","COD","CD","25552","right","S. Mandanda","4418"
"1941","Spain","724","ESP","ES","75","C\u00e9sar","","Azpilicueta Tanco","1610","1989-08-28","178","DF","DEF","Defender","Spain","724","ESP","ES","25553","right","Azpilicueta","1598"
"1942","France","250","FRA","FR","71","J\u00e9r\u00e9my","","Morel","3766","1984-04-02","172","DF","DEF","Defender","France","250","FRA","FR","25557","left","J. Morel",NA
"1943","Cameroon","120","CMR","CM","77","Nicolas","","N'Koulou","3185","1990-03-27","184","DF","DEF","Defender","Cameroon","120","CMR","CM","25558","right","N. N'Koulou",NA
"1944","France","250","FRA","FR","68","Morgan","","Amalfitano",NA,"1985-03-20","176","MD","MID","Midfielder","France","250","FRA","FR","25562","right","M. Amalfitano",NA
"1945","Martinique","474","MTQ","MQ","80","Lo\u00efc","","R\u00e9my","698","1987-01-02","185","FW","FWD","Forward","France","250","FRA","FR","25577","right","L. R\u00e9my",NA
"1946","France","250","FRA","FR","71","Jaroslav","","Pla\u0161il","3772","1982-01-05","184","MD","MID","Midfielder","Czech Republic","203","CZE","CZ","25596","right","J. Pla\u0161il",NA
"1947","Croatia","191","HRV","HR","80","Gr\u00e9gory","","Sertic","3771","1989-08-05","183","MD","MID","Midfielder","France","250","FRA","FR","25598","right","G. Sertic",NA
"1948","Mali","466","MLI","ML","90","Cheick Tidiane","","Diabat\u00e9","3219","1988-04-25","194","FW","FWD","Forward","Mali","466","MLI","ML","25601","right","C. Diabat\u00e9",NA
"1949","France","250","FRA","FR","73","Henri","","Saivet","4513","1990-10-26","175","MD","MID","Midfielder","Senegal","686","SEN","SN","25604","right","H. Saivet",NA
